,Name,Artist,Released,RYM Rating,Genres,Descriptors,Language,Track listing,Colorscheme,Num_of_RYM_Ratings
0,Desperate Man,Eric Church,5 October 2018,3.26,"Contemporary Country, Country
Country Rock","male vocals,  melodic",English,"['The Snake', 'Hanging Around', 'Heart Like a Wheel', 'Some of It', 'Monsters', 'Hippie Radio', 'Higher Wire', 'Desperate Man', 'Solid', 'Jukebox and a Bar', 'Drowning Man']","['#7ad0e9', '#408f96', '#7a7a7a', '#95e3f9', '#95c5c7']",176
0,Performance,White Denim,24 August 2018,3.37,"Neo-Psychedelia, Indie Rock, Psychedelic Rock",psychedelic,English,"['Magazin', 'Performance', 'It Might Get Dark', 'Sky Beaming', 'Double Death', 'Fine Slime', 'Moves On', 'Backseat Driver', 'Good News']","['#cfc29f', '#a77047', '#39541f', '#668393', '#cc7935', '#8b0a0f']",266
0,A Laughing Death in Meatspace,Tropical Fuck Storm,4 May 2018,3.63,"Art Punk, Punk Blues, Noise Rock
Psychedelic Rock, Post-Punk, Experimental Rock","noisy,  male vocals,  political,  psychedelic,  female vocals,  rebellious,  manic,  anxious,  dark,  nihilistic,  chaotic,  dissonant,  heavy,  raw,  rhythmic,  dense,  eclectic,  apocalyptic,  pessimistic,  drugs,  passionate,  cryptic,  melodic,  surreal,  angry,  misanthropic,  sarcastic,  abstract,  violence,  poetic",English,"['You Let My Tyres Down', 'Antimatter Animals', 'Chameleon Paint', 'The Future of History', 'Two Afternoons', 'Soft Power', 'Shellfish Toxin', 'A Laughing Death in Meatspace', 'Rubber Bullies']","['#7c967a', '#9ab87a', '#752023', '#007151', '#32576a', '#605156', '#ba0605', '#cb3200', '#4946af', '#cf250b']",7035
0,Bad Contestant,Matt Maltese,8 June 2018,3.47,"Indie Pop, Singer-Songwriter
Chamber Pop, Baroque Pop","melodic,  mellow,  male vocals,  sarcastic,  calm,  bittersweet,  sentimental,  soothing,  soft,  melancholic,  romantic,  humorous,  death",,"['Greatest Comedian', 'Bad Contestant', 'Sweet Sixteen', 'Like a Fish', 'Nightclub Love', 'Less & Less', 'Misery', 'Strange Time', 'Guilty', 'As the World Caves In', 'Mortals']","['#d3a35b', '#58554e', '#a0725b', '#c6b99c']",233
0,Goat Girl,Goat Girl,6 April 2018,3.23,"Punk Blues
Post-Punk, Garage Punk, Neo-Psychedelia, Gothic Country","female vocals,  noisy,  psychedelic,  lo-fi,  dark,  eclectic",English,"['Salty Sounds', 'Burn the Stake', 'Creep', 'Viper Fish', ""A Swamp Dog's Tale"", 'Cracker Drool', 'Slowly Reclines', 'The Man With No Heart or Brain', 'Moonlit Monkey', 'The Man', 'Lay Down', ""I Don't Care Part 1"", ""Hank's Theme"", ""I Don't Care Part 2"", 'Throw Me a Bone', 'Dance of Dirty Leftovers', 'Little Liar', 'Country Sleaze', 'Tomorrow']","['#a04f5e', '#6b1f39', '#7a7b73', '#b0afb4', '#2da8ca', '#da222a', '#d19068', '#1c6351', '#6ca7d1', '#a68b90']",666
0,Three / Three,Dabrye,23 February 2018,3.13,"Abstract Hip Hop, Boom Bap
Glitch Hop, Instrumental Hip Hop, Wonky, Experimental Hip Hop","instrumental,  sampling,  rhythmic,  abstract,  male vocals",English,"['Tunnel Vision', 'Emancipated', 'Tape Flip Too', 'Lil Mufukuz', 'Fightscene', 'Electrocutor', 'Stranded', 'The Appetite', 'Pretty', 'Sunset', 'Nova', 'Bubble Up', 'Vert-Horiz', 'Dr. Shroomen', 'Sisfo Ridin’', 'Culture Shuffle', 'Honey', 'First Law of Nature Rock Day', 'Tahn Ice Rhythm']","['#cbcbcb', '#7b7b7d', '#5a5a5a', '#aaaaaa']",351
0,Still Trippin',DJ Taye,2 March 2018,3.15,"Footwork
Trap, Experimental Hip Hop","drugs,  urban,  sampling",,"['2094', 'Trippin', 'Need It', 'Smokeout', 'Same Sound', '9090', 'Another4', 'Bonfire', 'The Matrix', 'Get It Jukin', 'Pop Drop', 'Gimme Some Mo', 'Truu', 'Closer', ""I'm Trippin"", 'I Dont Know']","['#838e86', '#697069', '#a0a09f', '#7a7d7a']",288
0,C'est la vie,Phosphorescent,5 October 2018,3.21,"Americana
Psychedelic Folk","peaceful,  warm,  male vocals,  soothing,  lush,  melodic,  rhythmic,  sentimental",English,"['Black Moon / Silver Waves', ""C'est la vie No. 2"", 'New Birth in New England', 'There From Here', 'Around the Horn', 'Christmas Down Under', 'My Beautiful Boy', 'These Rocks', 'Black Waves / Silver Moon']","['#848484', '#524235', '#907f6b', '#716151']",356
0,King of Cowards,Pigs Pigs Pigs Pigs Pigs Pigs Pigs,28 September 2018,3.36,"Stoner Metal, Stoner Rock, Heavy Psych
Psychedelic Rock, Doom Metal","angry,  heavy,  psychedelic,  raw,  male vocals,  energetic,  aggressive",English,"['GNT', 'Shockmaster', 'A66', 'Thumbsucker', 'Cake of Light', 'Gloamer']","['#bebcb8', '#acada8', '#85817e', '#4a8044', '#9c9994', '#844139', '#e2de70', '#cbcb71']",338
0,MassEducation,St. Vincent,12 October 2018,3.22,"Art Pop, Piano Rock, Singer-Songwriter
Singer-Songwriter","minimalistic,  passionate,  female vocals,  acoustic,  raw,  sparse,  introspective,  bittersweet,  melodic",English,"['Slow Disco', 'Savior', 'Masseduction', 'Sugarboy', 'Fear the Future', 'Smoking Section', 'Los Ageless', 'New York', 'Young Lover', 'Happy Birthday, Johnny', 'Pills', 'Hang on Me']","['#c1b4ab', '#6f6d5e', '#8f6c56', '#b3937a']",1168
0,World's Strongest Man,Gaz Coombes,4 May 2018,3.41,"Art Rock, Indie Rock
Indie Pop, Art Pop",male vocals,English,"[""World's Strongest Man"", 'Deep Pockets', 'Walk the Walk', ""S**t (I've Done It Again)"", 'Slow Motion Life', 'Wounded Egos', 'Oxygen Mask', 'In Waves', 'The Oaks', 'Vanishing Act', 'Weird Dreams']","['#e9dca7', '#6ec291', '#534538', '#a8783a', '#f6929e', '#8cd79e', '#6e7d68', '#3fb98a', '#beb083', '#79d19f']",379
0,Hollow Ground,Cut Worms,4 May 2018,3.1,"Indie Pop
Alt-Country, Psychedelic Pop","psychedelic,  lo-fi,  melodic",,"['How It Can Be', ""Coward's Confidence"", ""Don't Want to Say Good-Bye"", ""It Won't Be Too Long"", 'Till Tomorrow Goes Away', 'Like Going Down Sideways', 'Think I Might Be in Love', 'Cash for Gold', 'Hanging Your Picture Up to Dry', 'Mad About You']","['#7a7a7a', '#cccccc']",175
0,Physical,Gabe Gurnsey,3 August 2018,2.94,"Minimal Synth
Disco, Darkwave, Synth Funk","hypnotic,  rhythmic,  concept album,  warm,  movement,  hedonistic",,"['Ultra Clear Sound', 'You Can', 'Temazzy', 'Harder Rhythm', 'Sweet Heat', 'New Kind', 'Heavy Rubber', 'In States', 'I Get', 'Version', 'Eyes Over', 'AM Crystal', 'Night Track', 'The Last Channel']","['#c0bcb5', '#b6b6ac', '#a6a5a1', '#766b65', '#abb3b5', '#573a28', '#c96833', '#de9090', '#8d8e88', '#eca65e']",86
0,Knowing What You Know Now,Marmozets,26 January 2018,3.14,"Alternative Rock
Pop Punk, Pop Rock, Post-Hardcore","heavy,  female vocals",English,"['Play', 'Habits', 'Meant to Be', 'Major System Error', 'Insomnia', 'Lost in Translation', 'Start Again', 'Like a Battery', 'New Religion', 'Me & You', 'Suffocation', 'Run With the Rhythm']","['#84888b', '#cccccc', '#98a2a7', '#999999', '#9aa3a8', '#5c5c5a']",296
0,"Come Over When You're Sober, Pt. 2",Lil Peep,9 November 2018,2.54,"Emo Rap
Trap, Cloud Rap, Alternative Rock","depressive,  male vocals,  drugs,  longing,  hedonistic,  suicide,  death,  pessimistic,  melancholic,  love,  dark,  nocturnal,  anxious,  melodic,  apathetic,  urban,  lethargic,  bittersweet,  ethereal,  sentimental,  cold,  autumn,  boastful,  alienation,  atmospheric",English,"['Broken Smile (My All)', 'Runaway', 'Sex With My Ex', 'Cry Alone', ""Leanin'"", '16 Lines', 'Life Is Beautiful', 'Hate Me', 'IDGAF', 'White Girl', 'Fingers']","['#4e6e79', '#9c9090', '#7dafb0', '#bbb4ae', '#5b7e94', '#a0d2c9', '#9eb3b2']",3680
0,Here Lies the Body,Aidan Moffat & RM Hubbert,11 May 2018,3.4,"Singer-Songwriter, Spoken Word
Contemporary Folk, Chamber Music, Spoken Word","poetic,  male vocals",English,"['Cockcrow', 'Mz. Locum', 'She Runs', 'Quantum Theory Love Song', 'Wolves of the Wood', 'Keening for a Dead Love', 'Zoltar Speaks', 'Party On', 'Everything Goes', 'Fringe']","['#93928e', '#57463e']",94
0,Wanderer,Cat Power,5 October 2018,3.17,"Singer-Songwriter, Americana
Contemporary Folk, Indie Folk","female vocals,  mellow,  introspective,  warm,  melancholic,  sparse",English,"['Wanderer', 'In Your Face', 'You Get', 'Woman', 'Horizon', 'Stay', 'Black', 'Robbin Hood', 'Nothing Really Matters', 'Me voy', 'Wanderer / Exit']","['#858a8d', '#c8ccbe', '#74303d', '#b8ecea', '#97a6b9', '#a0826a']",1071
0,Emanon,The Wayne Shorter Quartet,14 September 2018,3.16,"Third Stream, Post-Bop
Post-Bop","lush,  instrumental,  fantasy,  space,  orchestral,  chamber music",,"['Pegasus', 'Prometheus Unbound', 'Lotus', 'The Three Marias', 'The Three Marias (Live)', 'Lost and Orbits Medley (Live)', 'Lotus (Live)', 'She Moves Through the Fair (Live)', 'Adventures Aboard the Golden Mean (Live)', 'Prometheus Unbound (Live)', 'CD', 'Pegasus', 'Prometheus Unbound', 'Lotus', 'The Three Marias', 'The Three Marias (Live)', 'Lost and Orbits Medley (Live)', 'Lotus (Live)', 'She Moves Through the Fair (Live)', 'Adventures Aboard the Golden Mean (Live)', 'Prometheus Unbound (Live)']","['#05beed', '#aba4a3', '#23b2f4', '#0c8fd3']",107
0,Last Building Burning,Cloud Nothings,19 October 2018,3.39,"Post-Hardcore, Indie Rock
Noise Rock, Emo","male vocals,  energetic,  passionate,  melodic,  noisy,  angry,  aggressive,  introspective,  anxious,  raw,  melancholic,  chaotic,  alienation,  anthemic",English,"['On an Edge', 'Leave Him Now', 'In Shame', 'Offer an End', 'The Echo of the World', 'Dissolution', 'So Right So Clean', 'Another Way of Life']","['#7a7a7a', '#cccccc']",1559
0,Songs of the Plains,Colter Wall,12 October 2018,3.54,"Outlaw Country, Americana
Western, Contemporary Folk","male vocals,  melancholic,  acoustic,  mellow,  lonely,  introspective,  alienation,  crime",English,"['Plain to See Plainsman', 'Saskatchewan in 1881', 'John Beyers (Camaro Song)', 'Wild Dogs', 'Calgary Round-Up', 'Night Herding Song', 'Wild Bill Hickok', 'The Trains Are Gone', ""Thinkin' on a Woman"", 'Manitoba Man', ""Tying Knots in the Devil's Tail""]","['#9b999a', '#bc9a6c', '#788e9c', '#2c5164', '#bbbab8', '#8496a2']",434
0,DNA Feelings,Aïsha Devi,11 May 2018,3.15,"Deconstructed Club, UK Bass, Post-Industrial
Grime, Spoken Word, Ritual Ambient","dark,  female vocals,  mysterious,  cold,  surreal,  suspenseful,  spiritual,  introspective,  futuristic,  atmospheric,  ethereal,  abstract,  political,  sparse",,"['DNA ☤ ∞', 'Dislocation of the Alpha', 'Intentional Dreams', 'Aetherave', 'Hyperlands', 'Inner State of Alchemy', 'Light Luxury', 'Genesis of Ohm', 'Time (Tool)', 'Time Is the Illusion of Solidity', 'Cell Stems Spa']","['#0d1a9c', '#0021db', '#0021db', '#0021db']",743
0,Twerp Verse,Speedy Ortiz,27 April 2018,3.03,"Indie Rock
Slacker Rock, Noise Pop","female vocals,  anxious,  lo-fi,  bittersweet,  chaotic,  noisy,  melodic",English,"['Buck Me Off', 'Lean in When I Suffer', 'Lucky 88', 'Can I Kiss You?', ""Backslidin'"", 'Villain', ""I'm Blessed"", 'Sport Death', 'Alone with Girls', 'Moving In', 'You Hate the Title']","['#acacaa', '#b8ccc3', '#b5b6b8', '#a9632f', '#c9a3ae', '#666024', '#86765d', '#3d5d2b']",380
0,May Your Kindness Remain,Courtney Marie Andrews,23 March 2018,3.36,"Singer-Songwriter, Americana, Alt-Country
Country Soul",female vocals,,"['May Your Kindness Remain', 'Lift the Lonely From My Heart', 'Two Cold Nights in Buffalo', 'Rough Around the Edges', 'Border', 'Took You Up', 'This House', 'Kindness of Strangers', 'I’ve Hurt Worse', 'Long Road Back to You']","['#6d3d26', '#88828e', '#cca85c', '#be893d', '#f7f378', '#9c7645', '#7d7d89']",357
0,Lifted,Israel Nash,27 July 2018,3.44,"Singer-Songwriter
Americana, Neo-Psychedelia","lush,  psychedelic,  summer",English,"['Rolling On (Intro)', 'Rolling On', 'Looking Glass', 'Lucky Ones', 'Sweet Springs (Intro)', 'Sweet Springs', 'SpiritFalls', 'Northwest Stars (Out of Tacoma)', 'Hillsides', 'The Widow', 'Strong Was the Night', 'Golden Fleeces']","['#c8c8c0', '#aaad9a', '#7c8184', '#71624f', '#b9b4b9', '#959ea3', '#55636c', '#b0b7a5', '#b4ab9b', '#99a69c']",138
0,Twisted Crystal,Guerilla Toss,14 September 2018,3.34,"Neo-Psychedelia, Zolo
New Wave, Art Pop, Dance-Punk","psychedelic,  female vocals,  quirky,  science fiction,  surreal,  anxious,  dense,  playful,  eclectic,  cryptic,  rhythmic,  lush",English,"['Magic is Easy', 'Jesus Rabbit', 'Meteorological', 'Hacking Machine', 'Retreat', 'Come Up With Me', 'Walls of the Universe', ""Jackie's Daughter"", 'Green Apple']","['#90c2b9', '#585f40', '#a1773d', '#954552']",1444
0,Smote Reverser,Oh Sees,17 August 2018,3.43,"Psychedelic Rock
Heavy Psych, Progressive Rock, Krautrock, Garage Rock, Noise Rock","male vocals,  psychedelic,  progressive,  technical,  rhythmic,  warm,  energetic,  noisy,  infernal,  raw,  playful,  manic",English,"['Sentient Oona', 'Enrique El Cobrador', 'C', 'Overthrown', 'Last Peace', 'Moon Bog', 'Anthemic Aggressor', 'Abysmal Urn', 'Nail House Needle Boys', 'Flies Bump Against the Glass', 'Beat Quest']","['#c59e97', '#615667', '#968f89', '#887e89', '#902d0d']",2139
0,Constant Image,Flasher,8 June 2018,3.17,"Indie Rock, Post-Punk, Post-Punk Revival
Noise Pop","male vocals,  energetic,  female vocals,  melodic,  noisy,  political,  melancholic,  passionate,  lush,  lo-fi,  summer,  lethargic",English,"['Go', 'Pressure', 'Sun Come and Golden', 'Material', 'XYZ', ""Who's Got Time?"", 'Skim Milk', 'Harsh Light', 'Punching Up', 'Business Unusual']","['#fb9330', '#e24d75', '#f6a633', '#d97784', '#b56c1d']",589
0,Book of Bad Decisions,Clutch,7 September 2018,3.32,"Stoner Rock, Hard Rock
Blues Rock","male vocals,  heavy,  psychedelic",English,"['Gimme the Keys', ""Spirit of '76"", 'Book of Bad Decisions', 'How to Shake Hands', 'In Walks Barbarella', 'Vision Quest', 'Weird Times', 'Emily Dickinson', 'Sonic Counselor', 'A Good Fire', 'Ghoul Wrangler', 'H.B. Is in Control', 'Hot Bottom Feeder', 'Paper & Strife', 'Lorelei']","['#9fa6ac', '#c4c3bf', '#5e5a4f', '#7a7a7f']",605
0,I'll Tell You What!,RP Boo,6 July 2018,3.4,"Footwork
Juke","minimalistic,  sampling,  rhythmic,  nocturnal,  hypnotic,  urban,  repetitive,  dark",English,"['No Body', 'Back From the Future', 'At War', 'Cloudy Back Yard', ""U-Don't No"", ""Earth's Battle Dance"", 'Work the Flow!', 'Bounty', 'Flight 1235', 'U Belong 2 Me', ""Wicked'Bu"", 'Deep Sole']","['#cbcbcb', '#7c7c7c', '#c1c1bf', '#888888', '#a1a1a0', '#636363', '#b0b0af']",691
0,Confident Music for Confident People,Confidence Man,13 April 2018,3.2,"Nu-Disco, Alternative Dance
Dance-Punk, Dance-Pop","playful,  humorous,  male vocals,  female vocals,  energetic,  quirky,  summer,  party,  sexual,  lush,  uplifting,  alcohol",,"['Try Your Luck', ""Don't You Know I'm in a Band"", 'Boyfriend (Repeat)', 'C.O.O.L. Party', 'Out the Window', 'Catch My Breath', 'Bubblegum', 'Better Sit Down Boy', 'Sailboat Vacation', 'All the Way', 'Fascination']","['#a48d41', '#8b7931', '#818189', '#615523']",628
0,Dancing Queen,Cher,28 September 2018,2.88,"Europop, Dance-Pop
Euro House, Euro-Disco, Eurodance","rhythmic,  female vocals,  melodic,  energetic",English,"['Dancing Queen', 'Gimme! Gimme! Gimme! (A Man After Midnight)', 'The Name of the Game', 'SOS', 'Waterloo', 'Mamma Mia', 'Chiquitita', 'Fernando', 'The Winner Takes It All', 'One of Us']","['#001d75', '#c1b8bc', '#e7bbb2', '#011f53', '#c1a0a7', '#a27677', '#2183ce', '#27a2e5', '#00206d', '#6480b2']",214
0,Novelist Guy,Novelist,13 April 2018,3.07,"Grime
Weightless","rhythmic,  raw,  urban,  atmospheric,  aggressive,  male vocals,  futuristic",English,"['Start', 'Dot Dot Dot', 'Gangster', 'Clocking the Game', 'Afro Pick', 'Stop Killing the Mandem', 'Happiness in the Cold', 'Smiles', 'Wait Wait Wait', 'Whole 9 Yards', 'Man Better Jump', 'Nov Wait Stop Wait', 'Nov B2B DeeCee (Radio Skit)', 'Better Way', ""The End (Don't Lose Faith Riddim)""]","['#7a7f7b', '#bf302c', '#9e1c1e', '#5a390c', '#cb9f70']",173
0,Head Cage,Pig Destroyer,7 September 2018,2.88,"Metalcore
Sludge Metal, Grindcore, Groove Metal","male vocals,  heavy,  technical,  aggressive,  energetic,  angry,  manic,  chaotic,  rhythmic,  violence,  misanthropic,  dense",English,"['Tunnel Under the Tracks', 'Dark Train', 'Army of Cops', 'Circle River', 'The Torture Fields', 'Terminal Itch', 'Concrete Beast', 'The Adventures of Jason and JR', 'Mt. Skull', 'Trap Door Man', 'The Last Song', 'House of Snakes']","['#7a7a7a', '#cccccc']",1110
0,Could It Be Different?,The Spook School,26 January 2018,3.06,"Indie Pop, Indie Rock, Queercore, Power Pop
Twee Pop","anxious,  melodic,  anthemic,  LGBT,  male vocals",,[],"['#7a7a7a', '#aeaa8d', '#787c6b', '#c7c2bc']",134
0,Foxwarren,Foxwarren,30 November 2018,3.33,"Indie Rock
Chamber Pop, Indie Folk","calm,  male vocals",English,"['To Be', 'Lost in a Dream', 'Everything Apart', 'In Another Life', ""I'll Be Alright"", 'Lost on You', 'Your Small Town', 'Sunset Canyon', 'Fall Into a Dream', 'Give It a Chance']","['#ccc1b0', '#c6ab9a', '#972421', '#995d55']",249
0,Black Velvet,Charles Bradley,9 November 2018,3.41,"Soul
Psychedelic Soul, Rhythm & Blues","raw,  male vocals,  melodic,  romantic,  longing,  passionate",English,"[""Can't Fight the Feeling"", 'Luv Jones', 'I Feel a Change', 'Slip Away', 'Black Velvet', 'Stay Away', 'Heart of Gold', '(I Hope You Find) The Good Life', 'Fly Little Girl', 'Victim of Love (Electric Version)']","['#b0b7af', '#a594a4', '#b0ac9c', '#6f5c5e']",321
0,K.O.,Miss Red,13 July 2018,3.12,"Dancehall
UK Bass, Dub, Ragga","urban,  female vocals,  violence,  rhythmic,  raw",English,"['Shock Out', 'One Shot Killer', 'Money Machine', 'Alarm', 'War', 'Come Again', 'Big', 'Clouds', 'Dust', 'Dagga', 'Slay', 'Memorial Day', 'K.O.']","['#c0c0c0', '#cab276', '#a5844e', '#dfcea2', '#c4b8a0', '#86632b', '#91928a', '#765534']",137
0,A Star Is Born,"Lady Gaga & Bradley Cooper
Film Soundtracks 2015-19",5 October 2018,3.01,"Film Soundtrack, Contemporary Country, Adult Contemporary
Electropop, Country Rock","female vocals,  male vocals,  love,  ballad,  sad,  lush,  sentimental,  eclectic,  bittersweet,  romantic,  melodic,  rhythmic,  passionate","English, French","['Intro', 'Bradley Cooper - Black Eyes', 'Somewhere Over the Rainbow (Dialogue)', 'Fabulous French (Dialogue)', 'Lady Gaga - La vie en rose', ""I'll Wait for You (Dialogue)"", ""Bradley Cooper - Maybe It's Time"", 'Parking Lot (Dialogue)', 'Bradley Cooper - Out of Time', 'Bradley Cooper - Alibi', 'Trust Me', 'Shallow', 'First Stop, Arizona (Dialogue)', 'Music to My Eyes', ""Diggin' My Grave"", 'I Love You (Dialogue)', 'Lady Gaga - Always Remember Us This Way', 'Unbelievable (Dialogue)', 'How Do You Hear It? (Dialogue)', 'Lady Gaga - Look What I Found', 'Memphis (Dialogue)', 'Lady Gaga - Heal Me', ""I Don't Know What Love Is"", 'Vows (Dialogue)', 'Lady Gaga - Is That Alright?', 'SNL (Dialogue)', 'Lady Gaga - Why Did You Do That?', 'Lady Gaga - Hair Body Face', 'Scene 98', 'Lady Gaga - Before I Cry', 'Bradley Cooper - Too Far Gone', 'Twelve Notes (Dialogue)', ""Lady Gaga - I'll Never Love Again (Film Version)"", ""Lady Gaga - I'll Never Love Again (Extended Version)""]","['#898a84', '#abaaa6', '#c0bfba', '#a6a4a5', '#babab8', '#b0b5b0', '#7f7e7a', '#aeaba6', '#7d7f7c', '#605f5b']",1278
0,Understand What Black Is,The Last Poets,18 May 2018,3.01,"Jamaican Ska, Jazz Poetry
Reggae",,English,"['Understand What Black Is', 'North East West South', 'How Many Bullets', 'She Is', 'What I Want to See', 'Certain Images', 'The Bridge', 'We Must Be Sacred', 'Rain of Terror', 'The Music']","['#a79aa1', '#818b8a', '#4f3461', '#8e5335', '#ae1a26', '#4e7ca0', '#ab9ebc', '#ffe35d', '#f3ab3f', '#b4baa9']",42
0,Dionysus,Dead Can Dance,2 November 2018,3.42,"Tribal Ambient, Neoclassical New Age
Turkish Folk Music, Balkan Folk Music, Persian Folk Music, Greek Folk Music","female vocals,  ritualistic,  atmospheric,  mysterious,  male vocals,  rhythmic,  tribal,  nature,  mythology,  spiritual,  concept album,  pagan,  ethereal",English,"['Act I', 'Sea Borne', 'Liberator of Minds', 'Dance of the Bacchantes', 'Act II', 'The Mountain', 'The Invocation', 'The Forest', 'Psychopomp']","['#9b5030', '#759586', '#bfa49d', '#7e7e7a', '#467785', '#38537e', '#88ac62', '#c67361']",1776
